TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
09:22:07,23465.15,0.9585,23500,151767915,145462070,16154450,14764425,106572765,130970060,23450,185.25,3539445,5836610,17.4400,0.5221,0.000900,-20.6860,135.85,4013035,9461335,14.3000,-0.4746,0.001100,-16.9493,-3.1400,24000,22500,16447665,15086695,293215,322270,NEUTRAL,,BUILDING,2026-06-09,4
09:22:10,23468,0.9586,23500,151767915,145481440,16154450,14783795,107453840,131947790,23450,188.80,3539445,5906095,17.4400,0.5221,0.000900,-20.6860,133.20,4013035,9539790,14.3000,-0.4746,0.001100,-16.9493,-3.1400,24000,22500,16447665,15088450,293215,304655,BEARISH,64.62,BUILDING,2026-06-09,4
09:23:13,23460.75,0.9632,23500,152607390,146986970,16993925,16289325,117567710,142684100,23450,186.70,3639415,6804785,17.4500,0.5247,0.000900,-20.6914,134.15,4234100,10508875,14.2500,-0.4713,0.001100,-16.8891,-3.2000,24000,22500,17300725,16688685,306800,399360,BEARISH,65.24,BUILDING,2026-06-09,4
09:39:27,23456,0.9773,23500,164691540,160959825,29078075,30262180,259684425,293492485,23450,186.90,4447495,19851195,17.5400,0.5201,0.000900,-20.8367,134.00,6058650,28747940,14.1900,-0.4767,0.001100,-16.8506,-3.3500,24000,22500,29516370,30701580,438295,439400,BEARISH,63.16,BUILDING,2026-06-09,4
09:42:04,23463.4,0.9602,23500,168198420,161507255,32584955,30809610,279822595,310321765,23450,187.80,4728490,21331245,17.3500,0.5258,0.000900,-20.6030,129.50,6114875,30956705,14.0700,-0.4698,0.001100,-16.6941,-3.2800,24000,22500,32995105,31257655,410150,448045,BEARISH,64.26,BUILDING,2026-06-09,4
10:52:49,23384.25,0.6983,23700,226139680,157921595,90526215,27223950,1140710870,1204811790,23400,160.50,10402275,71809140,16.2400,0.5005,0.001000,-19.3785,148.80,7783555,120493100,14.6600,-0.5002,0.001100,-17.4944,-1.5800,24000,23000,90792780,29403140,266565,2179190,BULLISH,66.15,BUILDING,2026-06-09,4
