TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
09:15:32,23738.1,0.5815,24400,206586965,120134755,2014870,3361995,76513320,58463795,23750,64.70,1380015,3455205,27.7700,0.4980,0.002300,-135.0204,74.25,2849405,4158115,27.5900,-0.5020,0.002300,-134.1301,-0.1800,25000,23500,4400890,4264975,2386020,902980,BEARISH,18.99,BUILDING,2026-05-12,0
09:16:32,23723.75,0.6158,24300,225160390,138646560,20588295,21873800,186162080,135997615,23700,85.65,3554850,7400055,26.9200,0.5829,0.002300,-128.1216,50.90,9983155,17557540,26.6400,-0.4163,0.002300,-126.7587,-0.2800,24000,23500,24702015,23341305,4113720,1467505,BULLISH,20.15,BUILDING,2026-05-12,0
09:17:32,23709.45,0.6082,24250,239500040,145660905,34927945,28888145,273173355,219991395,23700,72.65,5816005,13564070,26.6100,0.5342,0.002400,-129.0545,61.90,10818470,31324020,26.7900,-0.4660,0.002300,-129.9485,0.1800,24000,23500,41282280,30910750,6354335,2022605,BEARISH,19.07,BUILDING,2026-05-12,0
09:18:32,23706.2,0.6260,24200,247833755,155132575,43261660,38359815,340916290,275490150,23700,72.50,7503405,18922540,27.2500,0.5206,0.002300,-132.6228,60.55,13148655,40299480,25.7900,-0.4784,0.002500,-125.4774,-1.4600,24000,23500,51835290,40315080,8573630,1955265,BEARISH,18.11,BUILDING,2026-05-12,0
09:19:32,23724.55,0.6297,24200,255052525,160616885,50480430,43844125,392895490,317858060,23700,77.40,8671065,22869600,25.3300,0.5597,0.002500,-122.2891,55.25,14205945,47211515,26.9200,-0.4436,0.002300,-130.1110,1.5900,24000,23500,60017750,46065435,9537320,2221310,BEARISH,17.90,BUILDING,2026-05-12,0
09:20:32,23711.6,0.6637,24100,255980790,169898300,51408695,53125540,455384995,375107980,23700,71.20,8272745,29141905,26.1200,0.5232,0.002400,-127.4318,59.10,16494530,56761705,25.5700,-0.4763,0.002500,-124.7441,-0.5500,24000,23700,62742745,55121625,11334050,1996085,BEARISH,19.13,BUILDING,2026-05-12,0
09:22:32,23715.2,0.6769,24050,265504655,179723115,60932560,62950355,547793610,442343460,23700,71.25,10676770,36250240,24.8400,0.5460,0.002500,-120.9504,55.25,19057935,68486080,25.5100,-0.4551,0.002500,-124.2600,0.6700,24000,23700,75803065,65384605,14870505,2434250,BEARISH,18.46,BUILDING,2026-05-12,0
