TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
09:44:29,24130.25,1.0915,24050,227249945,248054040,27212965,112311485,1157802165,990620020,24150,43.85,13400335,118120795,22.5200,0.4322,0.002800,-114.1226,66.00,5731570,39710580,21.0600,-0.5726,0.003000,-106.4689,-1.4600,24100,24000,71514365,134304495,44301400,21993010,NEUTRAL,,BUILDING,2026-04-28,0
09:48:51,24129.25,1.1587,24050,220157015,255097765,59297810,98918170,1311439935,1107230670,24150,42.00,12157795,142649260,20.3200,0.4479,0.003200,-104.3110,63.90,6888180,50184615,22.5800,-0.5467,0.002900,-116.0977,2.2600,24200,24000,69760730,108624555,10462920,9706385,NEUTRAL,,BUILDING,2026-04-28,0
09:50:19,24122.25,1.1739,24050,221338325,259829245,60479120,103649650,1347422440,1147324035,24100,62.10,15871310,201028100,21.4800,0.5614,0.003000,-110.0555,43.65,24968645,153632375,21.4200,-0.4384,0.003000,-109.7356,-0.0600,24200,24000,71139185,113307285,10660065,9657635,BULLISH,55.11,BUILDING,2026-04-28,0
09:53:30,24115.15,1.1605,24050,226758090,263141580,65898885,106961985,1402277045,1205127040,24100,57.60,17043325,210409810,22.0600,0.5224,0.003000,-114.6889,46.60,24866075,166145525,20.8100,-0.4763,0.003100,-108.1660,-1.2500,24200,24000,76663990,116802465,10765105,9840480,BULLISH,56.63,BUILDING,2026-04-28,0
09:54:49,24121.65,1.1605,24050,226754060,263139435,65894855,106959840,1419111980,1226651270,24100,63.25,17043325,213326750,21.0000,0.5570,0.003100,-108.4483,41.70,24866075,170298700,21.4200,-0.4441,0.003000,-110.6984,0.4200,24200,24000,76662885,116802855,10768030,9843015,BULLISH,54.16,BUILDING,2026-04-28,0
09:55:49,24138.9,1.1340,24050,232106160,263203655,71246955,107024060,1451758750,1253505110,24150,45.00,14584895,165933105,21.3600,0.4466,0.003000,-110.7155,56.60,7527650,64984205,20.2600,-0.5564,0.003200,-104.9121,-1.1000,24200,24000,81897010,116743120,10650055,9719060,BULLISH,59.33,BUILDING,2026-04-28,0
09:56:49,24141.95,1.1342,24050,232036220,263184935,71177015,107005340,1475406790,1275262430,24150,43.75,14584895,170500460,20.6300,0.4693,0.003200,-107.7645,56.90,7527650,66779310,20.7500,-0.5305,0.003200,-108.4062,0.1200,24200,24000,81899415,116739545,10722400,9734205,BULLISH,60.66,BUILDING,2026-04-28,0
11:21:32,24136.35,1.1364,24100,260767910,296333505,99908705,140153910,2972499595,2917918315,24150,31.55,23013510,452352160,18.1300,0.4340,0.004100,-108.4401,45.50,17079075,319693400,18.6800,-0.5640,0.004000,-111.8177,0.5500,24200,24000,112507720,151331050,12599015,11177140,NEUTRAL,,BUILDING,2026-04-28,0
11:24:07,24124.3,1.1305,24100,262331810,296578815,101472605,140399220,3014906375,2974843950,24100,48.65,17064450,429971295,18.2800,0.5879,0.004100,-108.6787,31.35,30688060,512450705,19.3800,-0.4169,0.003900,-115.5186,1.1000,24200,24000,113942790,151607625,12470185,11208405,BEARISH,48.47,BUILDING,2026-04-28,0
11:25:32,24096.85,1.1306,24100,262331875,296584600,101472670,140405005,3071462485,3085382430,24100,36.00,17064450,440060140,18.2200,0.5050,0.004200,-111.2382,49.70,30688060,535450305,21.3600,-0.4955,0.003600,-130.4320,3.1400,24200,24000,113942790,151605740,12470120,11200735,BEARISH,41.64,BUILDING,2026-04-28,0
