TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
11:41:57,73570.58,0.8629,74000,35141780,30323180,20440140,15302360,371375000,400215580,73600,508.80,804660,11162780,30.6900,0.5032,0.000300,-219.0760,472.65,543320,13492640,28.6300,-0.4971,0.000300,-204.4248,-2.0600,75000,65100,21463880,16862220,1023740,1559860,BULLISH,68.72,BUILDING,2026-04-02,1
11:42:05,73588.02,0.8528,74000,35434260,30219920,20732620,15199100,372131980,401108540,73600,518.25,829200,11202780,30.6500,0.5051,0.000300,-218.8732,458.70,569820,13550140,28.3700,-0.4950,0.000300,-202.5320,-2.2800,76000,65100,21762620,16761220,1030000,1562120,BULLISH,64.06,BUILDING,2026-04-02,1
11:45:40,73516.77,0.8522,74000,35534260,30283840,20832620,15263020,380027840,407624020,73500,518.70,1211800,15455580,29.7700,0.5201,0.000300,-212.3482,456.80,1075400,24243360,28.8900,-0.4803,0.000300,-206.1161,-0.8800,76000,65100,21862340,16852620,1029720,1589600,BULLISH,66.39,BUILDING,2026-04-02,1
11:50:42,73392.17,0.8815,73900,34884420,30751560,20182780,15730740,392897340,422561420,73400,517.10,344440,5496560,30.4900,0.5109,0.000300,-217.6392,455.15,653220,14321520,28.4300,-0.4888,0.000300,-202.9295,-2.0600,76000,65100,21203160,17362660,1020380,1631920,BEARISH,48.13,BUILDING,2026-04-02,1
11:59:19,73464.31,0.8658,74000,35269020,30535160,20567380,15514340,409495140,440991960,73500,490.95,1261800,17369520,30.1200,0.5014,0.000300,-215.8686,467.80,977820,26705540,28.1100,-0.4990,0.000300,-201.4888,-2.0100,74000,65100,21567720,17197560,1000340,1683220,BEARISH,48.13,BUILDING,2026-04-02,1
12:58:08,73772.97,0.9406,73800,34228040,32196160,19526400,17175340,550965300,544090380,73800,489.65,935700,22708800,29.7700,0.5067,0.000300,-218.1664,439.95,609020,15374720,27.3400,-0.4939,0.000400,-200.3270,-2.4300,76000,65100,20673500,19215300,1147100,2039960,BULLISH,74.58,BUILDING,2026-04-02,1
13:08:06,73795.18,0.9483,73800,34260040,32490380,19558400,17469560,564077580,555680380,73800,499.20,985240,23544160,30.1700,0.5101,0.000300,-221.8125,428.75,642080,15947960,27.2900,-0.4895,0.000400,-200.6355,-2.8800,76000,65100,20710460,19616180,1152060,2146620,BULLISH,59.05,BUILDING,2026-04-02,1
13:09:35,73792.81,0.9467,73800,34298280,32471460,19596640,17450640,566497240,557670000,73800,494.05,985240,23690860,30.0800,0.5089,0.000300,-221.1951,428.15,642080,16054740,26.9900,-0.4907,0.000400,-198.4661,-3.0900,76000,65100,20750680,19602440,1154040,2151800,BULLISH,59.05,BUILDING,2026-04-02,1
13:11:05,73768.17,0.9467,73800,34298280,32471460,19596640,17450640,568739460,559507440,73800,478.65,985240,23826180,30.0800,0.5031,0.000300,-221.2944,443.30,642080,16163880,27.2400,-0.4972,0.000400,-200.4405,-2.8400,76000,65100,20750680,19602440,1154040,2151800,BULLISH,59.05,BUILDING,2026-04-02,1
13:14:22,73791.76,0.9473,73800,34335180,32525800,19633540,17504980,578119420,568054220,73800,497.65,983580,24344280,30.4600,0.5054,0.000300,-224.3992,421.10,661480,16603460,26.6000,-0.4947,0.000400,-195.9076,-3.8600,76000,65100,20792860,19660120,1159320,2155140,BULLISH,59.05,BUILDING,2026-04-02,1
13:17:29,73783.66,0.9487,73800,34216500,32460180,19514860,17439360,592142480,576471020,73800,484.65,983580,25120720,29.2300,0.5117,0.000300,-215.4909,423.95,661480,17084240,27.1500,-0.4878,0.000400,-200.1284,-2.0800,76000,65100,20684940,19600460,1170080,2161100,BULLISH,65.91,BUILDING,2026-04-02,1
13:20:24,73697.41,0.9514,73800,34145860,32488060,19444220,17467240,600705680,584037620,73700,486.45,793780,26368480,29.2500,0.5117,0.000300,-215.5939,422.15,768040,19794060,27.0500,-0.4878,0.000400,-199.3100,-2.2000,76000,65100,20615920,19639200,1171700,2171960,BEARISH,54.08,BUILDING,2026-04-02,1
13:21:31,73638.52,0.9514,73800,34145860,32488060,19444220,17467240,605065620,588270500,73600,503.70,538740,18883600,29.3000,0.5266,0.000300,-215.4291,409.10,760960,21747500,27.4000,-0.4720,0.000400,-201.4108,-1.9000,76000,65100,20615920,19639200,1171700,2171960,BEARISH,39.09,BUILDING,2026-04-02,1
13:23:47,73601.16,0.9548,73800,34065750,32525620,19364110,17504800,613253540,597096180,73600,481.15,538740,19202520,29.2000,0.5134,0.000300,-215.1011,419.40,760960,22231540,27.0000,-0.4861,0.000400,-198.8756,-2.2000,76000,65100,20554350,19710280,1190240,2205480,BEARISH,36.02,BUILDING,2026-04-02,1
